Unnamed: 0,Residential L1,Residential L2,MUD L2,Workplace L2,Public L2,Public DCFC
411,0.0,2783111.9048205754,406868.6912857209,70721.03099586804,973497.8592244353,3782.0313269116205
414,0.0,2763439.9043566645,405057.4769655622,70735.03070151637,971158.0681806898,3567.14525660905
417,0.0,2744471.7818705654,403046.96056820365,70937.81771804,968876.64050813,3735.2362412278694
420,0.0,2725695.6047647754,401198.0957819328,71034.89579504961,966920.7206380081,3709.9829516510245
423,0.0,2706526.4115128643,399404.57191259856,71076.7172314774,964712.4767059025,3539.526823155202
426,0.0,2688045.5821680794,397656.99873687275,71100.13706006376,962220.1997258868,3677.058758118086
429,0.0,2669174.0606331164,396005.30849969183,71151.39730622577,960268.6725427527,3830.979440616626
432,0.0,2649721.5654045697,394261.0536439881,71211.04423407484,958086.3527613934,3573.599314714994
435,0.0,2631119.71816409,392265.65225927444,71427.47423195535,955412.0380289792,3970.1137972612482
438,0.0,2612065.7994145397,390606.72471109754,71477.86933063205,953062.1887119138,4020.841208040709
441,0.0,2593063.8139079735,388808.4498793931,71550.28092890131,950961.5002147284,3762.663643355294
444,0.0,2574971.135435636,387081.45032963506,71570.26638192942,948723.5247834229,3836.902973918919
447,0.0,2556787.8426793395,385380.27582902333,71532.3752369736,945498.017560364,3616.100047141131
450,0.0,2538708.4070274085,383722.4034695016,71600.46233277919,943090.0727717839,3750.0
453,0.0,2520560.804111166,382011.67452339863,71832.48630760238,941086.8784245742,4494.861098946797
456,0.0,2502696.527272945,380172.995752089,71951.41514558581,939032.5016850362,4639.646977829634
459,0.0,2484731.030085385,378479.6676791251,72067.85415326117,936824.9906063227,4528.690789544644
462,0.0,2467183.566337172,376675.7690892522,72081.69153520049,934284.8026504368,4581.058966079705
465,0.0,2449158.9548092606,374937.38015796436,72202.9290566188,931975.941696804,4293.474691373405
468,0.0,2431430.927080178,373232.1615851707,72297.16863688399,929775.8343908943,3942.615700051591
471,0.0,2414707.4175174395,371577.01348800113,72350.45664199453,927445.1857878605,4580.859963889559
474,0.0,2397816.299805668,369845.97084432427,72468.38276906344,925659.1360108918,4214.008383817466
477,0.0,2381021.4611330163,368169.7150566594,72642.56052273963,923679.007551404,3559.0316599840867
480,0.0,2363878.4469574736,366533.33386392903,72604.71603660242,921775.3733750486,3139.435829713998
483,0.0,2347286.121475557,364844.16727800213,72701.26980296569,919730.5997816634,3009.9368134723118
486,0.0,2330380.5616114954,363294.5036704504,72832.84907424015,918000.4465867914,2635.2076497631615
489,0.0,2313816.3397728465,361687.51133586554,72962.21247912687,916079.6429610811,2718.897549402742
492,0.0,2296884.5347336773,360128.7666619593,72968.52150179565,914713.3692399551,3127.083247477558
495,0.0,2280313.3219982754,358524.213148443,72967.12919423368,913271.087067331,3406.3508229725985
498,0.0,2263883.763459287,356920.8201350468,73157.11665839562,911372.4471758318,2854.4272382861473
501,0.0,2246959.37520752,355130.9021782491,73506.83648363638,909684.2568774703,2699.6686816572133
504,0.0,2230231.254058688,353532.57098360936,73608.45685651433,908142.7289028398,2445.579661335477
507,0.0,2214312.88295067,351906.3123257364,73854.14742346476,906954.9225935291,2260.4091768005783
510,0.0,2198388.669103608,350334.52819029,73896.20890505236,905458.4264745121,2209.020402127121
513,0.0,2182515.8881893246,348891.59446696937,73978.59384432841,904155.9678005015,2100.0
516,0.0,2166685.587490253,347340.98023372074,74035.26856421804,902654.5690318778,2930.280882280247
519,0.0,2151196.453471782,345702.66742722597,73897.78661905226,901593.5349461697,3035.0558035762165
522,0.0,2135290.139725313,344071.764517466,73968.13284510202,900392.064712619,3101.827010334058
525,0.0,2118952.5044411584,342517.12437453814,74153.50424642809,899167.449221644,2388.7619377717865
528,0.0,2103532.238996562,340874.52587476815,74241.31728501766,897835.0286895898,2458.0734545083724
531,0.0,2088146.9881827312,339332.61117036815,74178.05339540029,896577.8877541344,2429.6651427244597
534,0.0,2072634.724027248,337801.6713657916,74324.162092804,895240.8546028726,2700.0
537,0.0,2059741.330155083,336273.70037712296,74347.93641380465,893896.6806778745,2729.6176214835427
540,0.0,2050931.9491153196,334787.68257471966,74509.45190923534,892697.8191054408,3671.44296600291
543,0.0,2035359.7147713434,333268.3365174361,74578.46201293141,891833.3633498009,3876.9973084957683
546,0.0,2019690.75073478,331788.0583047819,74692.37404917163,890984.6426475308,4065.139129213859
549,0.0,2004681.6380904266,330275.4057081883,74921.48506675195,890164.4774765298,3913.2879451929157
552,0.0,1989581.7108964953,328746.9862227841,75075.09960363709,889034.1521376686,3392.3958310569815
555,0.0,1974133.697392765,327307.87069598364,75219.89359231439,887337.2707130078,3519.115549918713
558,0.0,1958864.3438248492,325753.1403058792,75618.27461112774,887196.5524696768,3202.2226140614184
561,0.0,1943493.1481142445,324393.614611709,75877.61892804877,886503.9106079522,2880.452203361965
564,0.0,1928230.0522550244,323065.07844062673,76059.46957508917,886388.7484973741,3072.40305883557
567,0.0,1913557.2137959395,321632.5145335236,76147.9949682159,885435.8893080791,2965.782779182436
570,0.0,1898711.7125434363,320262.67433698045,76215.69180416889,884499.3277469615,3327.4771586297547
573,0.0,1883819.8416666905,318752.30699315993,76379.85203616318,884001.8196697235,3484.7900152178468
576,0.0,1868783.7718055695,317419.6506873121,76585.10024055766,883571.1778592467,3355.417219043551
579,0.0,1853617.87661753,315965.23836484936,76948.8084129117,883297.8981335452,2793.013250086239
582,0.0,1838752.4354959347,314613.7841712987,77185.16557970195,883647.0142806097,2164.665763265688
585,0.0,1824059.5245754288,313089.4576631097,77310.68925952265,882860.3259794293,2369.4588393800977
588,0.0,1809148.1805295316,311641.3179900666,77288.32742158641,882246.2322496274,2322.4726750012337
591,0.0,1794789.3526869328,310266.6027058443,77466.41084935924,881813.0013828701,2751.004123597787
594,0.0,1780777.5443798862,308809.40769584826,77724.33003136984,881308.0152267665,2832.205498649821
597,0.0,1766753.9748035856,307258.97623065,77862.86488371197,880701.1837066524,2873.4100263424625
600,0.0,1752401.6889086403,305664.7689692797,78152.30269497124,880293.9232256083,3120.076084788878
603,0.0,1738584.5124029224,304200.8722155782,78156.97721283176,879859.1651252949,3009.595377965571
606,0.0,1724896.2723297048,302789.4639791073,78463.0372839967,879745.6702174791,2632.875440533055
609,0.0,1711007.8102254889,301335.67454645643,78619.60394860456,879832.7964764663,2250.0
612,0.0,1697181.040456086,299960.9394333359,78884.63651119143,879713.161655866,2824.379903438081
615,0.0,1683164.2718671372,298485.9299270938,79187.91227706455,879871.7069755252,2512.924726076698
618,0.0,1669070.3836797057,297151.7398038938,79338.79771807061,879857.611141499,2690.8224950734393
621,0.0,1655036.0018369216,295921.1657135787,79634.310626947,880197.8730375224,2461.8274439459174
624,0.0,1642060.1376448087,294587.8391087957,79897.2775147892,880271.1476835776,2216.7920839661433
627,0.0,1634361.997346865,293121.67271355115,80302.54969182506,880434.6314589618,2388.485791351205
630,0.0,1636562.5038471967,291660.66743365,80494.36200000811,880833.7054108274,2822.8780030550206
633,0.0,1622731.1367685834,290366.8001006585,80636.73188787309,881458.8631769279,2953.2379358991
636,0.0,1609464.927419012,288975.36527460883,80893.43351158642,882176.8170648986,2908.813132235288
639,0.0,1596366.1890844507,287608.9774601053,81136.26513568449,882277.5506892843,2917.172310394497
642,0.0,1583304.414990571,286302.07961225946,81511.2305453398,882823.4481754573,2611.980670883332
645,0.0,1570273.0430075924,284915.1660687,81779.56526155959,883462.4740586334,2939.182423106391
648,0.0,1557482.6006750283,283647.15259268414,82166.05591353789,884537.9645286071,3443.3846620406653
651,0.0,1544825.2652246673,282267.9701184067,82383.10588237213,885979.2965403495,3351.5943816328977
654,0.0,1532188.246387497,280972.5610891028,82595.00283213386,886820.4074685047,3449.2489985154316
657,0.0,1520218.6014571516,279627.5530989778,82822.4710565689,887666.4015458073,2946.068419811942
660,0.0,1508459.1024667283,278418.19800712075,83158.87986670787,888692.3712663321,2908.5369787052546
663,0.0,1496180.6116023515,277139.76950838673,83602.55161930996,889814.7272593277,2793.2817816581846
666,0.0,1484065.8220091714,275799.0005167988,84025.07124294489,890955.1512912451,2883.3827030326015
669,0.0,1472238.222854008,274348.0350913705,84403.69538158951,892173.3373359919,2759.7611310504926
672,0.0,1460554.417017557,272849.5727103908,84681.18386658726,893270.5431697017,2881.4859132102774
675,0.0,1448789.6254729908,271508.22054163914,84955.08479973467,894912.7481385344,3046.5209945811453
678,0.0,1436552.542063715,270191.45310896426,85295.64340494633,896133.9088787932,3575.918213176922
681,0.0,1424497.190686507,268781.71483731107,85646.02317368086,897516.293130202,3593.7985432587484
684,0.0,1413128.466912439,267316.42360826314,86096.10189778497,899143.7814626896,3925.2074868685168
687,0.0,1401308.005306569,265936.7968425043,86495.44019468667,900755.4154239643,4728.760050698854
690,0.0,1390003.9780407245,264675.4975691616,86878.25764218396,902142.799990352,4400.016791301987
693,0.0,1378767.5989577293,263390.89566229284,87303.79490273641,903819.6806823134,4324.996204052213
696,0.0,1367349.0268826254,262223.2500438215,87877.87236244783,905400.2888992239,4040.1125947759538
699,0.0,1356405.470305649,260959.97636874378,88334.12746596077,906880.5363927481,3195.183267853432
702,0.0,1345909.6883264012,259673.84117989437,88908.71913863979,908774.1530274737,2924.4208602110502
705,0.0,1334914.0267598913,258322.61680703543,89301.43343062002,910925.1975558971,2915.4419093027814
708,0.0,1324233.893370085,256981.1310076493,89651.17042152383,913340.4164069218,3029.3978529942287
711,0.0,1313152.7315865108,255558.15923787485,90237.00605751626,915573.6392010369,3458.805834172532
714,0.0,1302555.237599632,254370.7698276822,90755.44183097413,917816.2038912755,3720.914094546285
717,0.0,1292217.5067409964,253134.16444672729,91075.66571684089,920026.1043191452,3798.216161663964
720,0.0,1282011.0785490642,251725.7992453227,91743.81225662315,922085.4810403804,3120.118370459971
723,0.0,1271437.3647485257,250408.8846821757,92212.95907775077,924529.7315516156,2294.693797048658
726,0.0,1261207.9604540293,249132.62012770856,92604.71159782057,927124.997685659,2581.396555739882
729,0.0,1251215.3562993975,247863.25653959124,93129.07241865585,929545.000235103,3129.866962395285
732,0.0,1241207.089152813,246616.3968973831,93672.5668809879,932180.9179697963,3450.0
735,0.0,1230978.1295852927,245338.182729565,94275.15616385943,934732.4425618027,3400.90661666882
738,0.0,1220735.0645879502,244013.38873199787,94808.9778185781,936424.4434927669,3228.0237859457
741,0.0,1210556.6105268626,242662.3072946199,95454.87692288743,938858.5537254063,2937.3864558072105
744,0.0,1200882.3553235116,241299.08942045656,96181.92417348342,941848.045991166,3283.55769270738
747,0.0,1191320.6068193142,239941.8579600557,96804.16193913037,944517.5789066583,3445.6427543623486
750,0.0,1181884.4731669368,238794.17724807316,97295.87123389199,947739.0964245421,3336.001833436496
753,0.0,1172437.823620787,237484.75024844595,97878.10910704758,951094.7624479807,3906.2951044758206
756,0.0,1162620.5037322803,236221.01330509072,98593.21752017729,954086.437188359,4123.054565281553
759,0.0,1153326.9046994231,234991.19545802637,99224.02831571549,957354.1714286425,4552.527428470799
762,0.0,1143973.7406580942,233771.87052226244,100011.04041617119,961273.0255496057,4389.513060023161
765,0.0,1134517.55858089,232444.22291690306,100717.22146036822,964858.0075639291,4108.988873546604
768,0.0,1124942.1823135205,231259.16198527956,101445.22041226178,967983.3516788185,5093.860159032441
771,0.0,1115777.437056613,229950.32774954627,102237.46538070349,971500.5142293076,5696.670384181043
774,0.0,1106319.4834964103,228834.73281494796,103024.54418866894,975548.7733718765,5762.758808203973
777,0.0,1097059.2952273143,227746.38008193544,103776.17146373836,979383.8902748724,5952.1474564381515
780,0.0,1088244.3831989306,226591.44051912636,104789.4149801833,983391.9362077172,5700.649567444652
783,0.0,1079340.706361617,225398.1916213628,105684.02720474411,988127.2662701774,5054.254992025735
786,0.0,1070184.7444523338,224094.93604764563,106519.60171030919,991791.4080681617,4672.328612932931
789,0.0,1061436.8041580124,222976.03564001102,107481.10027092957,995689.6545554618,4143.1844845967225
792,0.0,1052877.7704111272,221733.27124559303,108435.10108126773,999681.8086322879,3566.04574278738
795,0.0,1044564.9116768907,220530.2847727249,109337.90502070315,1004060.7455759435,3319.610692292832
798,0.0,1036111.5158150898,219305.8320777872,110344.74743169524,1008637.9868206528,2932.3628222244233
801,0.0,1028008.3161347462,218110.97280461085,111311.17216025495,1013135.4672195393,3033.9575619093903
804,0.0,1019154.6092549625,216866.4781373114,112485.72641102564,1017688.6553218748,3241.9321971368627
807,0.0,1010412.938413338,215625.85203809175,113543.39223196331,1021995.0534255252,3542.9366538596264
810,0.0,1002251.4946063476,214411.74053529798,114631.14643676662,1026882.0846333448,3989.0639185491764
813,0.0,994080.2083295301,213150.13746824948,115643.2349514096,1030791.0130374467,3517.586368342171
816,0.0,985724.3971715204,211886.12302785076,116667.50465589244,1035786.030428773,3690.5352711599453
819,0.0,978379.9557104744,210616.06610069596,117768.2919960898,1040291.0148770165,4854.219954677127
822,0.0,970332.3407660185,209379.39941803872,118935.5812250211,1045308.2627287951,5115.856448976656
825,0.0,962236.8188054285,208233.44927347658,120081.72732662657,1051083.43282764,5539.554602654028
828,0.0,954097.0274833807,207147.6710334891,121306.18879114104,1056999.2669056975,4685.033765057979
831,0.0,946407.0730129844,206040.06206243817,122391.21816303514,1062577.8158558416,4122.880571442956
834,0.0,938509.1193560731,205069.70688588519,123694.18604403913,1068267.3443374527,4184.506543887881
837,0.0,930481.4442500356,203893.86681638283,124837.80174250266,1074331.9471122513,3816.4992811249617
840,0.0,922773.8968696571,202826.72353808564,126049.98558939199,1080240.044496458,4498.506543407065
843,0.0,915243.9521257754,201648.60671031542,127429.31317551632,1086297.2841081666,4151.359925295416
846,0.0,907802.7061335603,200496.85681014837,128539.8928191541,1093109.5099247834,3930.412819136608
849,0.0,899824.9285242292,199402.56772501965,129961.45040152303,1100041.8914413403,3867.3107886493463
852,0.0,892203.5830529425,198285.15830404544,131194.30831980763,1106257.6742927157,3711.287645122855
855,0.0,884940.3109716384,197262.89209200244,132556.46215659607,1112571.218279784,3346.3995955195146
858,0.0,877858.2038506113,196199.40648812975,134088.03197955337,1119288.9696855545,3427.5273920114723
861,0.0,870614.6002118953,194939.50182834058,135416.2777985968,1125689.3414449478,3781.065074529717
864,0.0,863411.030134619,193594.00224970508,136873.43804090298,1132682.6267233884,4017.286347575574
867,0.0,856760.6809542691,192556.27118514193,138420.5684786824,1139944.5684920792,3596.566113519412
870,0.0,849708.9280659732,191573.8522315626,140104.53568766563,1147502.849231167,4272.367151588954
873,0.0,843027.6249673576,190515.94059857016,141608.95745647792,1155305.178235214,4365.37739991432
876,0.0,836252.1457605297,189500.14296075483,143121.75176066635,1163251.6890350613,5227.41294720712
879,0.0,829840.0947178139,188526.93850113996,144704.2682133852,1171295.1928895328,5042.7635135340515
882,0.0,822830.9191977078,187513.52955993213,146415.70426413039,1179548.9522493952,4807.712782613842
