1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
67,318,1680,1553,170,1393,959,2198,2889,2002,526,2717,2354,704,258,386,0,0,0,0,0,0
66,315,1673,1548,169,1381,946,2183,2867,1985,524,2706,2349,700,257,384,0,0,0,0,0,0
66,314,1666,1545,168,1370,932,2168,2845,1969,522,2695,2343,696,255,383,0,0,0,0,0,0
66,312,1660,1541,167,1361,921,2155,2828,1955,521,2685,2339,693,254,382,0,0,0,0,0,0
65,311,1654,1538,166,1356,916,2147,2816,1947,519,2678,2336,691,253,381,0,0,0,0,0,0
65,308,1640,1529,164,1342,906,2124,2787,1925,514,2655,2327,686,250,379,0,0,0,0,0,0
65,308,1639,1529,164,1342,907,2124,2787,1925,514,2655,2326,686,250,379,0,0,0,0,0,0
65,308,1639,1529,165,1343,908,2124,2788,1926,514,2656,2327,686,250,379,0,0,0,0,0,0
65,309,1641,1530,165,1346,911,2128,2793,1930,515,2659,2328,687,251,379,0,0,0,0,0,0
65,311,1645,1533,165,1351,916,2136,2803,1935,516,2664,2331,688,251,380,0,0,0,0,0,0
65,313,1651,1536,166,1358,923,2145,2817,1943,517,2670,2334,690,252,380,0,0,0,0,0,0
66,315,1658,1540,166,1366,921,2157,2833,1940,519,2679,2338,692,250,381,0,0,0,0,0,0
65,312,1643,1531,165,1355,928,2138,2811,1937,515,2661,2331,687,252,380,0,0,0,0,0,0
66,314,1653,1536,166,1375,948,2169,2843,1961,517,2671,2336,693,254,381,0,0,0,0,0,0
66,315,1655,1537,166,1382,953,2181,2857,1971,518,2675,2338,696,254,382,0,0,0,0,0,0
66,315,1660,1540,167,1394,964,2196,2881,1986,519,2680,2341,700,256,383,0,0,0,0,0,0
66,316,1664,1543,168,1402,977,2204,2900,2003,520,2686,2344,703,257,384,0,0,0,0,0,0
66,317,1666,1545,168,1408,984,2215,2913,2017,521,2689,2345,706,259,385,0,0,0,0,0,0
66,318,1667,1549,169,1411,994,2222,2918,2025,521,2691,2346,707,260,385,0,0,0,0,0,0
66,317,1667,1549,168,1406,993,2216,2911,2018,520,2691,2345,705,259,385,0,0,0,0,0,0
66,316,1663,1545,168,1398,982,2202,2893,2006,520,2686,2343,702,258,384,0,0,0,0,0,0
67,316,1666,1540,168,1401,973,2207,2898,2008,525,2707,2352,704,258,385,0,0,0,0,0,0
67,318,1674,1549,169,1394,964,2196,2885,1996,524,2702,2349,701,257,385,0,0,0,0,0,0
67,316,1670,1547,169,1388,959,2186,2874,1987,523,2697,2347,699,256,384,0,0,0,0,0,0
