Time (seconds),Speed (mph),Grade (rise/run),Key On/Off (1/0),Engine Speed (rpm),Engine Torque (Nm),Engine Power (kW),Speed (m/s),Acceleration (m/s2),P_W (kW),eta_RB,P_T (kW),EC_cum (kWh),ER_cum (kWh),SOC,break_length,charging_break (bool),SOC_wBreakCharging,charging_power_existing_breaks (kW),charging_power_depletion_breaks (kW),charging_power_after_cycle (kW),charging_power_total (kW)
3887,68.16,0.0086,1.0,1531.75,1129.76,181.22,30.672,0.24749999999999872,88.40332236260168,0.0,104.20619126846432,18.46068947617483,-0.2480413866807323,0.6614168084232922,0.0,0.0,0.6640917055426331,0.0,0.0,0.0,0.0
3888,68.54,0.0088,1.0,1545.38,835.04,135.14,30.843000000000004,0.17100000000000293,80.84267003685255,0.0,95.29400605511,18.487160033412362,-0.2480413866807323,0.6612207302215327,0.0,0.0,0.6638956273408736,0.0,0.0,0.0,0.0
3889,68.63,0.0084,1.0,1548.0,245.6,39.81,30.883499999999998,0.04049999999999443,65.68666542267991,0.0,77.42873274318373,18.50866801472991,-0.2480413866807323,0.6610614118414027,0.0,0.0,0.6637363089607435,0.0,0.0,0.0,0.0
3890,68.63,0.0083,1.0,1545.38,196.48,31.8,30.883499999999998,0.0,60.94330657367079,0.0,71.83745691480026,18.52862286387291,-0.2480413866807323,0.6609135981440472,0.0,0.0,0.663588495263388,0.0,0.0,0.0,0.0
3891,68.54,0.0084,1.0,1542.5,221.04,35.7,30.843000000000004,-0.04049999999999443,56.24114624493484,0.00437390635932545,66.29474420337696,18.54703807059607,-0.2480413866807323,0.6607771892053571,0.0,0.0,0.663452086324698,0.0,0.0,0.0,0.0
3892,68.16,0.0082,1.0,1530.5,73.68,11.81,30.672,-0.17100000000000293,40.42955595707297,0.27622218814893784,47.65669353105791,18.560276041021364,-0.2480413866807323,0.6606791301651697,0.0,0.0,0.6633540272845105,0.0,0.0,0.0,0.0
3893,67.88,0.008,1.0,1532.25,540.32,86.7,30.546,-0.12600000000000122,44.79791428800616,0.174464892615307,52.80593421112297,18.57494435608001,-0.2480413866807323,0.6605704759795501,0.0,0.0,0.663245373098891,0.0,0.0,0.0,0.0
3894,67.58,0.0077,1.0,1522.12,1006.96,160.51,30.411,-0.134999999999998,42.90118836580576,0.19600215407574212,50.57015190169832,18.58899162049715,-0.2480413866807323,0.6604664221690528,0.0,0.0,0.6631413192883937,0.0,0.0,0.0,0.0
3895,67.51,0.0074,1.0,1521.75,1473.6,234.83,30.379500000000004,-0.03149999999999764,54.08576587167324,0.0009264717682253078,63.75407069213561,18.6067010845783,-0.2480413866807323,0.6603352409536368,0.0,0.0,0.6630101380729777,0.0,0.0,0.0,0.0
3896,67.29,0.0072,1.0,1516.75,1350.8,214.55,30.280500000000004,-0.0990000000000002,45.86430257371456,0.10836802322189634,54.062948751947395,18.62171857034273,-0.2480413866807323,0.6602240003183448,0.0,0.0,0.6628988974376857,0.0,0.0,0.0,0.0
3897,66.94,0.0067,1.0,1510.88,933.28,147.66,30.123,-0.15750000000000242,38.14851418946124,0.2473810553772558,44.96789554955059,18.634209652439825,-0.2480413866807323,0.6601314737842923,0.0,0.0,0.6628063709036331,0.0,0.0,0.0,0.0
3898,66.73,0.0065,1.0,1501.12,1375.36,216.2,30.0285,-0.09450000000000003,44.573893767697484,0.09748640680891217,52.54186805881711,18.648804615789498,-0.2480413866807323,0.660023362944665,0.0,0.0,0.6626982600640059,0.0,0.0,0.0,0.0
3899,66.41,0.0069,1.0,1495.38,1473.6,230.76,29.8845,-0.1440000000000019,38.95190950026396,0.21701739274005508,45.914904815540716,18.661558756016035,-0.2480413866807323,0.6599288878318759,0.0,0.0,0.6626037849512167,0.0,0.0,0.0,0.0
3900,66.11,0.0075,1.0,1487.38,1866.56,290.73,29.7495,-0.134999999999998,40.07634643055808,0.19600215407574212,47.24034470508409,18.67468107398967,-0.2480413866807323,0.6598316854765156,0.0,0.0,0.6625065825958565,0.0,0.0,0.0,0.0
3901,65.9,0.0079,1.0,1486.25,1866.56,290.51,29.655000000000005,-0.09449999999999648,44.59103221701088,0.09748640680890364,52.56207015619837,18.68928164903306,-0.2480413866807323,0.6597235330687867,0.0,0.0,0.6623984301881276,0.0,0.0,0.0,0.0
3902,65.84,0.0083,1.0,1478.25,1792.88,277.54,29.628000000000004,-0.027000000000001023,52.31849770798688,0.0002892705501325316,61.670887850517936,18.70641245121376,-0.2480413866807323,0.6595966382378187,0.0,0.0,0.6622715353571595,0.0,0.0,0.0,0.0
3903,65.65,0.0088,1.0,1478.12,1866.56,288.92,29.542500000000004,-0.08549999999999969,46.09309937732017,0.07629869722578313,54.33264499006328,18.72150485259989,-0.2480413866807323,0.6594848426719955,0.0,0.0,0.6621597397913364,0.0,0.0,0.0,0.0
3904,65.53,0.0097,1.0,1477.38,1866.56,288.78,29.488500000000002,-0.054000000000002046,50.27865176088276,0.017007955495371322,59.26640155700215,18.737967741921278,-0.2480413866807323,0.6593628953436889,0.0,0.0,0.6620377924630297,0.0,0.0,0.0,0.0
3905,65.31,0.0106,1.0,1470.75,1817.44,279.92,29.3895,-0.0990000000000002,45.9306745246723,0.10836802322189634,54.141185271022934,18.75300696005212,-0.2480413866807323,0.6592514937279048,0.0,0.0,0.6619263908472457,0.0,0.0,0.0,0.0
3906,65.06,0.0114,1.0,1460.62,1473.6,225.4,29.277,-0.11250000000000071,44.86807415489086,0.14148585160496382,52.88863576930615,18.767698247765818,-0.2480413866807323,0.6591426693744701,0.0,0.0,0.661817566493811,0.0,0.0,0.0,0.0
3907,64.51,0.0122,1.0,1449.75,491.2,74.57,29.029500000000002,-0.24749999999999872,30.227808153140646,0.41111229050718556,35.63129386826269,18.777595829395892,-0.2480413866807323,0.659069353954988,0.0,0.0,0.6617442510743289,0.0,0.0,0.0,0.0
3908,63.7,0.0129,1.0,1433.25,245.6,36.86,28.665000000000003,-0.3644999999999996,17.304599575107652,0.5468577695405574,20.397948458899812,18.78326192619003,-0.2480413866807323,0.6590273828676241,0.0,0.0,0.661702279986965,0.0,0.0,0.0,0.0
3909,63.02,0.0135,1.0,1423.62,589.44,87.87,28.359,-0.30600000000000094,23.179001719460192,0.4872615441750683,27.322451487546648,18.790851496047683,-0.2480413866807323,0.6589711638316414,0.0,0.0,0.6616460609509823,0.0,0.0,0.0,0.0
3910,62.85,0.0139,1.0,1418.0,1596.4,237.05,28.282500000000002,-0.07649999999999935,47.38686702216164,0.056370066709682864,55.857684943904815,18.80636751964321,-0.2480413866807323,0.6588562303235264,0.0,0.0,0.6615311274428672,0.0,0.0,0.0,0.0
3911,63.1,0.0136,1.0,1425.88,1964.8,293.38,28.395,0.11249999999999716,67.39370427358239,0.0,79.44091975432593,18.82843444179719,-0.2480413866807323,0.6586927716409043,0.0,0.0,0.6613676687602452,0.0,0.0,0.0,0.0
3912,63.35,0.0134,1.0,1433.88,1940.24,291.34,28.5075,0.11250000000000071,67.71238431504709,0.0,79.81656664707621,18.850605710310266,-0.2480413866807323,0.6585285400222889,0.0,0.0,0.6612034371416298,0.0,0.0,0.0,0.0
3913,63.94,0.0133,1.0,1443.12,1940.24,293.22,28.773,0.2654999999999994,85.15878861348439,0.0,100.38166866680545,18.878489507162154,-0.2480413866807323,0.6583219933789416,0.0,0.0,0.6609968904982825,0.0,0.0,0.0,0.0
3914,64.4,0.013,1.0,1455.75,1891.12,288.29,28.980000000000004,0.2070000000000043,79.66942131800234,0.0,93.91102884187228,18.904575904062675,-0.2480413866807323,0.6581287608093082,0.0,0.0,0.660803657928649,0.0,0.0,0.0,0.0
3915,65.01,0.0125,1.0,1463.88,1891.12,289.9,29.254500000000004,0.27449999999999974,87.8670281894528,0.0,103.57402981016422,18.93334646789883,-0.2480413866807323,0.657915645521633,0.0,0.0,0.6605905426409738,0.0,0.0,0.0,0.0
3916,65.29,0.0118,1.0,1477.0,1743.76,269.71,29.380500000000005,0.12600000000000122,71.65148747509238,0.0,84.4598190311692,18.95680752874082,-0.2480413866807323,0.6577418598857663,0.0,0.0,0.6604167570051072,0.0,0.0,0.0,0.0
3917,65.48,0.0115,1.0,1484.0,1670.08,259.54,29.466,0.08549999999999613,67.33035683315315,0.0,79.3662484035518,18.978853708852917,-0.2480413866807323,0.657578554847899,0.0,0.0,0.6602534519672398,0.0,0.0,0.0,0.0
3918,66.12,0.0109,1.0,1476.5,221.04,34.18,29.754,0.28800000000000026,90.36810337831332,0.0,106.5221941160056,19.008443207218477,-0.2480413866807323,0.6573593733785245,0.0,0.0,0.6600342704978653,0.0,0.0,0.0,0.0
3919,65.87,0.011,1.0,1479.88,785.92,121.8,29.641500000000004,-0.11249999999999716,45.8976651988857,0.14148585160495508,54.10227523885862,19.023471617007043,-0.2480413866807323,0.657248051824535,0.0,0.0,0.6599229489438759,0.0,0.0,0.0,0.0
3920,65.93,0.0105,1.0,1486.38,1326.24,206.43,29.668500000000005,0.027000000000001023,60.79263249419638,0.0,71.65984852265738,19.04337713048556,-0.2480413866807323,0.6571006035765461,0.0,0.0,0.659775500695887,0.0,0.0,0.0,0.0
3921,65.88,0.0093,1.0,1483.62,638.56,99.21,29.645999999999997,-0.022500000000007958,53.96535918405083,5.6697650936831065e-05,63.61214025349307,19.061047169444866,-0.2480413866807323,0.6569697143990697,0.0,0.0,0.6596446115184106,0.0,0.0,0.0,0.0
3922,65.6,0.0087,1.0,1472.62,-73.68,0.0,29.52,-0.12599999999999767,41.468506643775896,0.17446489261529846,48.8813657615087,19.074625326600838,-0.2480413866807323,0.6568691354571736,0.0,0.0,0.6595440325765145,0.0,0.0,0.0,0.0
3923,66.0,0.0087,1.0,1459.75,392.96,60.07,29.7,0.17999999999999972,75.82022274752468,0.0,89.37375228092732,19.099451368901097,-0.2480413866807323,0.656685238847542,0.0,0.0,0.6593601359668829,0.0,0.0,0.0,0.0
3924,64.93,0.0082,1.0,1464.38,98.24,15.07,29.218500000000002,-0.48149999999999693,1.3214792510513453,0.6332401761307164,1.55770525260959,19.0998840648046,-0.2480413866807323,0.6566820336927013,0.0,0.0,0.6593569308120422,0.0,0.0,0.0,0.0
3925,64.64,0.0078,1.0,1455.5,417.52,63.64,29.088,-0.1305000000000014,38.383488427671494,0.18529173411842886,45.244873492864386,19.11245208521928,-0.2480413866807323,0.6565889372451852,0.0,0.0,0.6592638343645261,0.0,0.0,0.0,0.0
3926,64.14,0.0075,1.0,1448.5,368.4,55.88,28.863,-0.22500000000000142,27.139830210733777,0.3761460508964089,31.991312796291368,19.12133856099603,-0.2480413866807323,0.6565231114986907,0.0,0.0,0.6591980086180316,0.0,0.0,0.0,0.0
3927,63.93,0.0068,1.0,1436.0,515.76,77.56,28.7685,-0.09450000000000003,39.99872439354754,0.09748640680891217,47.1488470484441,19.13443546295393,-0.2480413866807323,0.6564260974101137,0.0,0.0,0.6591009945294546,0.0,0.0,0.0,0.0
3928,63.38,0.0058,1.0,1426.62,171.92,25.68,28.521,-0.24749999999999872,21.88862150358602,0.41111229050718556,25.80140449529796,19.141602519758184,-0.2480413866807323,0.6563730081004525,0.0,0.0,0.6590479052197934,0.0,0.0,0.0,0.0
3929,62.77,0.0051,1.0,1422.12,-24.56,0.0,28.2465,-0.27449999999999974,17.51231005012195,0.44867468106710734,20.64278900232446,19.147336627814383,-0.2480413866807323,0.6563305332259621,0.0,0.0,0.659005430345303,0.0,0.0,0.0,0.0
3930,62.36,0.0047,1.0,1401.5,-147.36,0.0,28.062,-0.1844999999999999,25.928449672779056,0.3034883896363567,30.56338736698186,19.155826457638543,-0.2480413866807323,0.6562676455976351,0.0,0.0,0.6589425427169759,0.0,0.0,0.0,0.0
3931,62.2,0.0046,1.0,1402.25,736.8,108.19,27.990000000000002,-0.07199999999999918,37.25937771768267,0.047096548751687756,43.919818138365855,19.168026407121424,-0.2480413866807323,0.6561772756014655,0.0,0.0,0.6588521727208064,0.0,0.0,0.0,0.0
3932,61.86,0.0045,1.0,1392.38,368.4,53.72,27.837,-0.15300000000000225,28.268703883373593,0.23742381243187596,33.321982534771735,19.177282513381087,-0.2480413866807323,0.656108711851394,0.0,0.0,0.6587836089707348,0.0,0.0,0.0,0.0
3933,61.39,0.0044,1.0,1368.5,-49.12,0.0,27.625500000000002,-0.21149999999999736,21.510167331762712,0.35338784105845306,25.355298322346574,19.18432565180396,-0.2480413866807323,0.656056540455669,0.0,0.0,0.6587314375750098,0.0,0.0,0.0,0.0
3934,60.94,0.0041,1.0,1371.88,-122.8,0.0,27.423,-0.20250000000000412,21.53398947180767,0.33742238918429596,25.383378878773705,19.1913765903814,-0.2480413866807323,0.6560043112810213,0.0,0.0,0.6586792084003622,0.0,0.0,0.0,0.0
3935,60.22,0.003,1.0,1375.0,368.4,53.05,27.099,-0.32399999999999807,7.3268408175031166,0.5071176020011243,8.636577848179547,19.19377563978367,-0.2480413866807323,0.6559865405447082,0.0,0.0,0.658661437664049,0.0,0.0,0.0,0.0
3936,60.6,0.0018,1.0,1362.62,1178.88,168.22,27.27,0.17099999999999937,56.52569097081824,0.0,66.63015379362085,19.212284015837454,-0.2480413866807323,0.6558494414628283,0.0,0.0,0.6585243385821692,0.0,0.0,0.0,0.0
3937,60.73,0.0016,1.0,1356.38,884.16,125.59,27.3285,0.058499999999998664,45.18864336054404,0.0,53.266509530905935,19.22708026848493,-0.2480413866807323,0.6557398395913655,0.0,0.0,0.6584147367107064,0.0,0.0,0.0,0.0
3938,60.26,0.0016,1.0,1355.62,245.6,34.87,27.117,-0.21149999999999736,17.286404301229545,0.35338784105845306,20.376500620297694,19.232740407546125,-0.2480413866807323,0.6556979126353566,0.0,0.0,0.6583728097546975,0.0,0.0,0.0,0.0
3939,60.33,0.0013,1.0,1360.12,1301.68,185.4,27.1485,0.03149999999999764,41.50344167180884,0.0,48.92254573207856,19.246330003582813,-0.2480413866807323,0.6555972489610108,0.0,0.0,0.6582721460803517,0.0,0.0,0.0,0.0
3940,60.43,0.0006,1.0,1363.0,1277.12,182.29,27.1935,0.045000000000001705,42.334713571251484,0.0,49.90241477132256,19.260191785463732,-0.2480413866807323,0.6554945690952263,0.0,0.0,0.6581694662145672,0.0,0.0,0.0,0.0
3941,60.3,0.0006,1.0,1354.75,614.0,87.11,27.134999999999998,-0.05850000000000222,31.722413913936915,0.023267825310328855,37.39307351203739,19.270578750328188,-0.2480413866807323,0.6554176286147488,0.0,0.0,0.6580925257340897,0.0,0.0,0.0,0.0
3942,60.7,0.0002,1.0,1370.25,1792.88,257.26,27.315,0.18000000000000327,56.03750953739651,0.0,66.05470564907941,19.288927279675153,-0.2480413866807323,0.655281713582549,0.0,0.0,0.6579566107018899,0.0,0.0,0.0,0.0
3943,61.02,-0.0003,1.0,1369.75,1031.52,147.96,27.459000000000003,0.1440000000000019,52.48149766833827,0.0,61.86302548280578,19.306111453420378,-0.2480413866807323,0.6551544234066584,0.0,0.0,0.6578293205259993,0.0,0.0,0.0,0.0
3944,61.21,-0.0007,1.0,1377.75,1203.44,173.63,27.5445,0.08549999999999613,46.462294427404345,0.0,54.76783689208977,19.321324741445956,-0.2480413866807323,0.6550417323842468,0.0,0.0,0.6577166295035877,0.0,0.0,0.0,0.0
3945,61.34,-0.0008,1.0,1383.12,1375.36,199.21,27.603,0.05850000000000222,43.827531191825294,0.0,51.66208662913338,19.33567532106516,-0.2480413866807323,0.6549354317944749,0.0,0.0,0.6576103289138158,0.0,0.0,0.0,0.0
3946,61.79,-0.0007,1.0,1390.12,1670.08,243.12,27.8055,0.20249999999999702,59.51796981783331,0.0,70.15732871790337,19.355163467931245,-0.2480413866807323,0.6547910751510224,0.0,0.0,0.6574659722703633,0.0,0.0,0.0,0.0
3947,62.17,-0.0005,1.0,1400.62,1645.52,241.35,27.9765,0.17100000000000293,57.202574193675005,0.0,67.42803582681088,19.37389347788314,-0.2480413866807323,0.654652334336564,0.0,0.0,0.6573272314559049,0.0,0.0,0.0,0.0
3948,62.42,-0.0005,1.0,1406.62,1449.04,213.45,28.089000000000002,0.11250000000000071,51.59954698678826,0.0,60.82341838485091,19.390788871878932,-0.2480413866807323,0.6545271832699284,0.0,0.0,0.6572020803892693,0.0,0.0,0.0,0.0
3949,62.32,-0.0005,1.0,1404.62,638.56,93.93,28.044,-0.045000000000001705,35.06201130821039,0.0075297842556514205,41.32965321884882,19.402269331106393,-0.2480413866807323,0.6544421428312065,0.0,0.0,0.6571170399505474,0.0,0.0,0.0,0.0
3950,62.14,-0.0005,1.0,1400.12,319.28,46.81,27.963,-0.08099999999999952,31.053512354566564,0.06613551511350446,36.60459993465736,19.412437275532685,-0.2480413866807323,0.654366824724345,0.0,0.0,0.6570417218436859,0.0,0.0,0.0,0.0
3951,62.2,-0.0003,1.0,1402.62,1154.32,169.55,27.990000000000002,0.027000000000001023,42.539597134839,0.0,50.1439230681193,19.426366143051606,-0.2480413866807323,0.6542636479279087,0.0,0.0,0.6569385450472496,0.0,0.0,0.0,0.0
3952,61.88,0.0001,1.0,1395.0,196.48,28.7,27.846,-0.1440000000000019,24.77682547075564,0.21701739274005508,29.20590024253627,19.434478893118975,-0.2480413866807323,0.6542035534829652,0.0,0.0,0.6568784506023061,0.0,0.0,0.0,0.0
3953,61.99,0.0005,1.0,1396.88,1228.0,179.63,27.895500000000002,0.049500000000001876,45.32137330326354,0.0,53.422966114532386,19.449318605928568,-0.2480413866807323,0.6540936296843756,0.0,0.0,0.6567685268037164,0.0,0.0,0.0,0.0
3954,62.23,0.0011,1.0,1400.5,1277.12,187.3,28.0035,0.10799999999999699,52.412382360734156,0.0,61.78155520803226,19.46648014904191,-0.2480413866807323,0.6539665071427953,0.0,0.0,0.6566414042621361,0.0,0.0,0.0,0.0
3955,62.4,0.0015,1.0,1406.12,785.92,115.73,28.08,0.07649999999999935,49.85912639280314,0.0,58.7718823513917,19.482805671917294,-0.2480413866807323,0.6538455773437184,0.0,0.0,0.6565204744630593,0.0,0.0,0.0,0.0
3956,62.47,0.0025,1.0,1406.88,810.48,119.41,28.1115,0.031500000000001194,46.322385783201035,0.0,54.60291835115347,19.497973149237062,-0.2480413866807323,0.6537332256598682,0.0,0.0,0.6564081227792091,0.0,0.0,0.0,0.0
3957,62.63,0.0038,1.0,1413.12,1056.08,156.28,28.183500000000002,0.07200000000000273,52.15964543013706,0.0,61.48363933534163,19.515051937941326,-0.2480413866807323,0.6536067161139107,0.0,0.0,0.6562816132332516,0.0,0.0,0.0,0.0
3958,62.94,0.0044,1.0,1419.75,1080.64,160.67,28.323,0.13949999999999818,60.43010739927911,0.0,71.2325188887595,19.53483874874376,-0.2480413866807323,0.6534601471450038,0.0,0.0,0.6561350442643447,0.0,0.0,0.0,0.0
3959,63.25,0.0049,1.0,1426.75,1154.32,172.47,28.462500000000002,0.13950000000000173,61.56403795543746,0.0,72.56914947302113,19.5549968458196,-0.2480413866807323,0.653310827907405,0.0,0.0,0.6559857250267459,0.0,0.0,0.0,0.0
3960,63.65,0.0053,1.0,1432.88,957.84,143.72,28.6425,0.17999999999999616,67.08177461870852,0.0,79.07322993895036,19.57696163191375,-0.2480413866807323,0.653148125788189,0.0,0.0,0.6558230229075299,0.0,0.0,0.0,0.0
3961,63.84,0.0056,1.0,1440.62,1350.8,203.78,28.728,0.08550000000000324,57.742623384419566,0.0,68.0646235450222,19.59586847178737,-0.2480413866807323,0.6530080751224585,0.0,0.0,0.6556829722417994,0.0,0.0,0.0,0.0
3962,64.31,0.0062,1.0,1449.0,1571.84,238.51,28.939500000000002,0.2115000000000009,72.79959582803775,0.0,85.81316181769054,19.619705461181173,-0.2480413866807323,0.6528315048306526,0.0,0.0,0.6555064019499934,0.0,0.0,0.0,0.0
3963,64.67,0.0069,1.0,1458.75,1645.52,251.37,29.1015,0.16199999999999903,69.00058069335805,0.0,81.33503942165152,19.642298527687185,-0.2480413866807323,0.6526641487824599,0.0,0.0,0.6553390459018008,0.0,0.0,0.0,0.0
3964,65.27,0.0085,1.0,1470.5,1891.12,291.21,29.371499999999997,0.269999999999996,83.7490621295104,0.0,98.71994121472319,19.669720733580164,-0.2480413866807323,0.6524610213314008,0.0,0.0,0.6551359184507417,0.0,0.0,0.0,0.0
3965,65.92,0.0097,1.0,1485.12,1866.56,290.29,29.664,0.292500000000004,89.07209125506255,0.0,104.9945084635617,19.69888587482004,-0.2480413866807323,0.6522449832481425,0.0,0.0,0.6549198803674834,0.0,0.0,0.0,0.0
3966,66.3,0.0104,1.0,1493.25,1375.36,215.07,29.835,0.17099999999999937,77.35150847547497,0.0,91.17876875755877,19.724213310586027,-0.2480413866807323,0.6520573726128389,0.0,0.0,0.6547322697321798,0.0,0.0,0.0,0.0
3967,66.51,0.0112,1.0,1500.0,1399.92,219.9,29.929500000000004,0.09450000000000358,70.22739753246407,0.0,82.78116052627345,19.74720807739888,-0.2480413866807323,0.6518870410068177,0.0,0.0,0.6545619381261586,0.0,0.0,0.0,0.0
3968,66.78,0.0117,1.0,1508.62,1498.16,236.68,30.051000000000002,0.1214999999999975,74.37221896337343,0.0,87.66690512568331,19.771559995489348,-0.2480413866807323,0.6517066564283698,0.0,0.0,0.6543815535477107,0.0,0.0,0.0,0.0
3969,66.95,0.0113,1.0,1506.38,1473.6,232.46,30.1275,0.07649999999999935,69.30049652820145,0.0,81.6885678413408,19.794251264334164,-0.2480413866807323,0.6515385729554453,0.0,0.0,0.6542134700747861,0.0,0.0,0.0,0.0
3970,67.03,0.0115,1.0,1510.62,1498.16,237.0,30.163500000000003,0.036000000000001364,65.17171093655912,0.0,76.82172562805344,19.815590632564177,-0.2480413866807323,0.6513805035611488,0.0,0.0,0.6540554006804897,0.0,0.0,0.0,0.0
3971,67.0,0.0121,1.0,1511.5,1522.72,241.02,30.150000000000002,-0.013500000000000512,60.238580056881155,8.367745117397747e-08,71.00675435478419,19.83531473099606,-0.2480413866807323,0.65123439912832,0.0,0.0,0.6539092962476609,0.0,0.0,0.0,0.0
3972,67.11,0.0127,1.0,1510.88,1522.72,240.92,30.1995,0.04949999999999832,68.16754383418511,0.0,80.353089920652,19.857635033751798,-0.2480413866807323,0.6510690635523517,0.0,0.0,0.6537439606716926,0.0,0.0,0.0,0.0
3973,66.98,0.0124,1.0,1509.38,1571.84,248.45,30.141000000000002,-0.058499999999998664,55.50362142845523,0.023267825310323544,65.42538036005804,19.87580875051848,-0.2480413866807323,0.650934443428154,0.0,0.0,0.6536093405474949,0.0,0.0,0.0,0.0
3974,66.94,0.0123,1.0,1507.88,1571.84,248.2,30.123,-0.018000000000000682,59.83206167261761,4.919900642775676e-06,70.52756724537942,19.89539974141998,-0.2480413866807323,0.6507893249770318,0.0,0.0,0.6534642220963727,0.0,0.0,0.0,0.0
3975,66.85,0.0118,1.0,1507.12,1768.32,279.09,30.0825,-0.040500000000001535,56.59557602192897,0.0043739063593296185,66.71253141030115,19.913931000145062,-0.2480413866807323,0.650652056393883,0.0,0.0,0.6533269535132239,0.0,0.0,0.0,0.0
3976,66.85,0.0113,1.0,1508.62,1792.88,283.24,30.0825,0.0,60.560632581361794,0.0,71.38637659145613,19.933760549198244,-0.2480413866807323,0.650505170845341,0.0,0.0,0.6531800679646819,0.0,0.0,0.0,0.0
3977,66.94,0.011,1.0,1508.88,1670.08,263.89,30.123,0.040500000000001535,64.93522833538846,0.0,76.54296968867622,19.955022485222877,-0.2480413866807323,0.6503476750229362,0.0,0.0,0.6530225721422771,0.0,0.0,0.0,0.0
3978,66.81,0.0106,1.0,1504.0,1768.32,278.51,30.064500000000002,-0.058499999999998664,53.2021359451732,0.023267825310323544,62.71248416947393,19.972442619714396,-0.2480413866807323,0.6502186369896658,0.0,0.0,0.6528935341090066,0.0,0.0,0.0,0.0
3979,66.91,0.0106,1.0,1504.38,1743.76,274.71,30.1095,0.04499999999999815,64.93591478397775,0.0,76.54377884596896,19.99370478050494,-0.2480413866807323,0.6500611395023284,0.0,0.0,0.6527360366216692,0.0,0.0,0.0,0.0
3980,67.02,0.0107,1.0,1507.62,1670.08,263.67,30.159,0.04949999999999832,65.78200667131769,0.0,77.541117075874,20.015243979692684,-0.2480413866807323,0.6499015898787155,0.0,0.0,0.6525764869980564,0.0,0.0,0.0,0.0
3981,66.8,0.0106,1.0,1504.75,1571.84,247.69,30.06,-0.0990000000000002,48.674920102203515,0.10836802322189634,57.37598880438914,20.03118175436057,-0.2480413866807323,0.649783532288583,0.0,0.0,0.6524584294079239,0.0,0.0,0.0,0.0
3982,66.79,0.0107,1.0,1506.0,1203.44,189.79,30.055500000000002,-0.004499999999996618,59.28173059980102,5.85902470382671e-22,69.87885966853426,20.05059254871294,-0.2480413866807323,0.6496397486267136,0.0,0.0,0.6523146457460545,0.0,0.0,0.0,0.0
3983,66.54,0.0109,1.0,1498.25,712.24,111.75,29.943000000000005,-0.11249999999999716,47.01732010275365,0.14148585160495508,55.42207827282803,20.06598757045539,-0.2480413866807323,0.6495257114286214,0.0,0.0,0.6522006085479622,0.0,0.0,0.0,0.0
3984,66.59,0.0115,1.0,1503.38,1326.24,208.79,29.965500000000002,0.0224999999999973,62.74111921123441,0.0,73.95664432278473,20.086531082767277,-0.2480413866807323,0.6493735372633481,0.0,0.0,0.652048434382689,0.0,0.0,0.0,0.0
3985,66.57,0.0119,1.0,1500.12,442.08,69.45,29.9565,-0.009000000000003894,59.64047422836478,2.4205422335018074e-11,70.30173186581575,20.106059341618888,-0.2480413866807323,0.6492288834940769,0.0,0.0,0.6519037806134178,0.0,0.0,0.0,0.0
3986,66.41,0.012,1.0,1498.62,564.88,88.65,29.8845,-0.07199999999999918,52.452257379228826,0.047096548751687756,61.82855823566787,20.123233941128795,-0.2480413866807323,0.649101664238448,0.0,0.0,0.6517765613577888,0.0,0.0,0.0,0.0
3987,66.41,0.0117,1.0,1494.25,245.6,38.43,29.8845,0.0,60.09375626406464,0.0,70.83604203932887,20.142910619473053,-0.2480413866807323,0.6489559110655275,0.0,0.0,0.6516308081848684,0.0,0.0,0.0,0.0
3988,66.06,0.0117,1.0,1516.0,196.48,31.19,29.727,-0.15749999999999886,42.04602530580387,0.247381055377248,49.562120947490875,20.156677875291802,-0.2480413866807323,0.6488539313927961,0.0,0.0,0.651528828512137,0.0,0.0,0.0,0.0
3989,65.72,0.0113,1.0,1461.5,-49.12,0.0,29.574,-0.1529999999999987,41.513015054039506,0.23742381243186805,48.93383044031298,20.170270605969662,-0.2480413866807323,0.6487532444988859,0.0,0.0,0.6514281416182268,0.0,0.0,0.0,0.0
3990,65.07,0.0108,1.0,1475.62,-196.48,0.0,29.281499999999998,-0.292500000000004,24.732517504993574,0.471358300076753,29.153671839445487,20.17836884814729,-0.2480413866807323,0.6486932575197925,0.0,0.0,0.6513681546391333,0.0,0.0,0.0,0.0
3991,64.99,0.0104,1.0,1479.0,-171.92,0.0,29.2455,-0.03599999999999781,51.965608274252006,0.0022180849043194318,61.25491633671482,20.195384102685267,-0.2480413866807323,0.6485672185972889,0.0,0.0,0.6512421157166298,0.0,0.0,0.0,0.0
3992,64.98,0.0103,1.0,1460.38,-171.92,0.0,29.241000000000003,-0.004499999999996618,55.251050799824796,5.85902470382671e-22,65.1276605172686,20.213475119495623,-0.2480413866807323,0.6484332110653603,0.0,0.0,0.6511081081847012,0.0,0.0,0.0,0.0
3993,64.77,0.0102,1.0,1460.75,24.56,3.76,29.1465,-0.09450000000000358,45.02610588929437,0.0974864068089207,53.0749170617014,20.22821815201276,-0.2480413866807323,0.6483240034170853,0.0,0.0,0.6509989005364262,0.0,0.0,0.0,0.0
3994,65.22,0.0102,1.0,1469.12,1178.88,181.37,29.349,0.20250000000000057,78.10620224761524,0.0,92.06837065788325,20.25379269941773,-0.2480413866807323,0.6481345623251966,0.0,0.0,0.6508094594445375,0.0,0.0,0.0,0.0
